frame = 1	 simulation time = 0000000	 ego_vehicle speed = 10.0000	 ego_vehicle location = 0.00000000	 next light status = 70green
frame = 67	 simulation time = 1.32000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 19.2534960	 next light status = 69green
frame = 68	 simulation time = 1.34000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 19.5868300	 next light status = 69green
frame = 69	 simulation time = 1.36000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 19.9201640	 next light status = 69green
frame = 70	 simulation time = 1.38000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 20.2534980	 next light status = 69green
frame = 71	 simulation time = 1.40000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 20.5868320	 next light status = 69green
frame = 72	 simulation time = 1.42000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 20.9201660	 next light status = 69green
frame = 73	 simulation time = 1.44000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 21.2535000	 next light status = 69green
frame = 74	 simulation time = 1.46000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 21.5868340	 next light status = 69green
frame = 75	 simulation time = 1.48000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 21.9201680	 next light status = 69green
frame = 76	 simulation time = 1.50000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 22.2535020	 next light status = 69green
frame = 77	 simulation time = 1.52000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 22.5868360	 next light status = 69green
frame = 78	 simulation time = 1.54000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 22.9201700	 next light status = 69green
frame = 79	 simulation time = 1.56000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 23.2535040	 next light status = 69green
frame = 80	 simulation time = 1.58000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 23.5868380	 next light status = 69green
frame = 81	 simulation time = 1.60000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 23.9201720	 next light status = 69green
frame = 82	 simulation time = 1.62000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 24.2535060	 next light status = 69green
frame = 83	 simulation time = 1.64000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 24.5868400	 next light status = 69green
frame = 84	 simulation time = 1.66000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 24.9201740	 next light status = 69green
frame = 85	 simulation time = 1.68000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 25.2535080	 next light status = 69green
frame = 86	 simulation time = 1.70000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 25.5868420	 next light status = 69green
frame = 87	 simulation time = 1.72000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 25.9201760	 next light status = 69green
frame = 88	 simulation time = 1.74000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 26.2535100	 next light status = 69green
frame = 89	 simulation time = 1.76000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 26.5868440	 next light status = 69green
frame = 90	 simulation time = 1.78000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 26.9201780	 next light status = 69green
frame = 91	 simulation time = 1.80000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 27.2535120	 next light status = 69green
frame = 92	 simulation time = 1.82000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 27.5868460	 next light status = 69green
frame = 93	 simulation time = 1.84000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 27.9201800	 next light status = 69green
frame = 94	 simulation time = 1.86000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 28.2535140	 next light status = 69green
frame = 95	 simulation time = 1.88000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 28.5868480	 next light status = 69green
frame = 96	 simulation time = 1.90000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 28.9201820	 next light status = 69green
frame = 97	 simulation time = 1.92000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 29.2535160	 next light status = 69green
frame = 98	 simulation time = 1.94000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 29.5868500	 next light status = 69green
frame = 99	 simulation time = 1.96000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 29.9201840	 next light status = 69green
frame = 100	 simulation time = 1.98000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 30.2535180	 next light status = 69green
frame = 101	 simulation time = 2.00000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 30.5868520	 next light status = 69green
frame = 102	 simulation time = 2.02000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 30.9201860	 next light status = 68green
frame = 103	 simulation time = 2.04000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 31.2535200	 next light status = 68green
frame = 104	 simulation time = 2.06000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 31.5868540	 next light status = 68green
frame = 105	 simulation time = 2.08000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 31.9201880	 next light status = 68green
frame = 106	 simulation time = 2.10000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 32.2535220	 next light status = 68green
frame = 107	 simulation time = 2.12000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 32.5868560	 next light status = 68green
frame = 108	 simulation time = 2.14000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 32.9201900	 next light status = 68green
frame = 109	 simulation time = 2.16000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 33.2535240	 next light status = 68green
frame = 110	 simulation time = 2.18000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 33.5868580	 next light status = 68green
frame = 111	 simulation time = 2.20000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 33.9201920	 next light status = 68green
frame = 112	 simulation time = 2.22000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 34.2535260	 next light status = 68green
frame = 113	 simulation time = 2.24000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 34.5868600	 next light status = 68green
frame = 114	 simulation time = 2.26000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 34.9201940	 next light status = 68green
frame = 115	 simulation time = 2.28000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 35.2535280	 next light status = 68green
frame = 116	 simulation time = 2.30000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 35.5868620	 next light status = 68green
frame = 117	 simulation time = 2.32000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 35.9201960	 next light status = 68green
frame = 118	 simulation time = 2.34000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 36.2535300	 next light status = 68green
frame = 119	 simulation time = 2.36000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 36.5868640	 next light status = 68green
frame = 120	 simulation time = 2.38000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 36.9201980	 next light status = 68green
frame = 121	 simulation time = 2.40000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 37.2535320	 next light status = 68green
frame = 122	 simulation time = 2.42000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 37.5868660	 next light status = 68green
frame = 123	 simulation time = 2.44000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 37.9202000	 next light status = 68green
frame = 124	 simulation time = 2.46000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 38.2535340	 next light status = 68green
frame = 125	 simulation time = 2.48000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 38.5868680	 next light status = 68green
frame = 126	 simulation time = 2.50000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 38.9202020	 next light status = 68green
frame = 127	 simulation time = 2.52000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 39.2535360	 next light status = 68green
frame = 128	 simulation time = 2.54000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 39.5868700	 next light status = 68green
frame = 129	 simulation time = 2.56000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 39.9202040	 next light status = 68green
frame = 130	 simulation time = 2.58000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 40.2535380	 next light status = 68green
frame = 131	 simulation time = 2.60000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 40.5868720	 next light status = 68green
frame = 132	 simulation time = 2.62000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 40.9202060	 next light status = 68green
frame = 133	 simulation time = 2.64000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 41.2535400	 next light status = 68green
frame = 134	 simulation time = 2.66000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 41.5868740	 next light status = 68green
frame = 135	 simulation time = 2.68000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 41.9202080	 next light status = 68green
frame = 136	 simulation time = 2.70000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 42.2535420	 next light status = 68green
frame = 137	 simulation time = 2.72000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 42.5868760	 next light status = 68green
frame = 138	 simulation time = 2.74000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 42.9202100	 next light status = 68green
frame = 139	 simulation time = 2.76000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 43.2535440	 next light status = 68green
frame = 140	 simulation time = 2.78000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 43.5868780	 next light status = 68green
frame = 141	 simulation time = 2.80000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 43.9202120	 next light status = 68green
frame = 142	 simulation time = 2.82000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 44.2535460	 next light status = 68green
frame = 143	 simulation time = 2.84000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 44.5868800	 next light status = 68green
frame = 144	 simulation time = 2.86000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 44.9202140	 next light status = 68green
frame = 145	 simulation time = 2.88000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 45.2535480	 next light status = 68green
frame = 146	 simulation time = 2.90000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 45.5868820	 next light status = 68green
frame = 147	 simulation time = 2.92000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 45.9202160	 next light status = 68green
frame = 148	 simulation time = 2.94000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 46.2535500	 next light status = 68green
frame = 149	 simulation time = 2.96000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 46.5868840	 next light status = 68green
frame = 150	 simulation time = 2.98000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 46.9202180	 next light status = 68green
frame = 151	 simulation time = 3.00000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 47.2535520	 next light status = 68green
frame = 152	 simulation time = 3.02000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 47.5868860	 next light status = 67green
frame = 153	 simulation time = 3.04000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 47.9202200	 next light status = 67green
frame = 154	 simulation time = 3.06000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 48.2535540	 next light status = 67green
frame = 155	 simulation time = 3.08000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 48.5868880	 next light status = 67green
frame = 156	 simulation time = 3.10000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 48.9202220	 next light status = 67green
frame = 157	 simulation time = 3.12000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 49.2535560	 next light status = 67green
frame = 158	 simulation time = 3.14000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 49.5868900	 next light status = 67green
frame = 159	 simulation time = 3.16000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 49.9202240	 next light status = 67green
frame = 160	 simulation time = 3.18000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 50.2535580	 next light status = 67green
frame = 161	 simulation time = 3.20000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 50.5868920	 next light status = 67green
frame = 162	 simulation time = 3.22000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 50.9202260	 next light status = 67green
frame = 163	 simulation time = 3.24000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 51.2535600	 next light status = 67green
frame = 164	 simulation time = 3.26000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 51.5868940	 next light status = 67green
frame = 165	 simulation time = 3.28000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 51.9202280	 next light status = 67green
frame = 166	 simulation time = 3.30000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 52.2535620	 next light status = 67green
frame = 167	 simulation time = 3.32000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 52.5868960	 next light status = 67green
frame = 168	 simulation time = 3.34000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 52.9202300	 next light status = 67green
frame = 169	 simulation time = 3.36000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 53.2535640	 next light status = 67green
frame = 170	 simulation time = 3.38000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 53.5868980	 next light status = 67green
frame = 171	 simulation time = 3.40000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 53.9202320	 next light status = 67green
frame = 172	 simulation time = 3.42000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 54.2535660	 next light status = 67green
frame = 173	 simulation time = 3.44000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 54.5869000	 next light status = 67green
frame = 174	 simulation time = 3.46000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 54.9202340	 next light status = 67green
frame = 175	 simulation time = 3.48000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 55.2535680	 next light status = 67green
frame = 176	 simulation time = 3.50000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 55.5869020	 next light status = 67green
frame = 177	 simulation time = 3.52000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 55.9202360	 next light status = 67green
frame = 178	 simulation time = 3.54000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 56.2535700	 next light status = 67green
frame = 179	 simulation time = 3.56000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 56.5869040	 next light status = 67green
frame = 180	 simulation time = 3.58000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 56.9202380	 next light status = 67green
frame = 181	 simulation time = 3.60000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 57.2535720	 next light status = 67green
frame = 182	 simulation time = 3.62000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 57.5869060	 next light status = 67green
frame = 183	 simulation time = 3.64000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 57.9202400	 next light status = 67green
frame = 184	 simulation time = 3.66000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 58.2535740	 next light status = 67green
frame = 185	 simulation time = 3.68000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 58.5869080	 next light status = 67green
frame = 186	 simulation time = 3.70000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 58.9202420	 next light status = 67green
frame = 187	 simulation time = 3.72000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 59.2535760	 next light status = 67green
frame = 188	 simulation time = 3.74000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 59.5869100	 next light status = 67green
frame = 189	 simulation time = 3.76000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 59.9202440	 next light status = 67green
frame = 190	 simulation time = 3.78000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 60.2535780	 next light status = 67green
frame = 191	 simulation time = 3.80000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 60.5869120	 next light status = 67green
frame = 192	 simulation time = 3.82000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 60.9202460	 next light status = 67green
frame = 193	 simulation time = 3.84000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 61.2535800	 next light status = 67green
frame = 194	 simulation time = 3.86000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 61.5869140	 next light status = 67green
frame = 195	 simulation time = 3.88000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 61.9202480	 next light status = 67green
frame = 196	 simulation time = 3.90000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 62.2535820	 next light status = 67green
frame = 197	 simulation time = 3.92000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 62.5869160	 next light status = 67green
frame = 198	 simulation time = 3.94000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 62.9202500	 next light status = 67green
frame = 199	 simulation time = 3.96000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 63.2535840	 next light status = 67green
frame = 200	 simulation time = 3.98000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 63.5869180	 next light status = 67green
frame = 201	 simulation time = 4.00000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 63.9202520	 next light status = 67green
frame = 202	 simulation time = 4.02000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 64.2535860	 next light status = 66green
frame = 203	 simulation time = 4.04000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 64.5869200	 next light status = 66green
frame = 204	 simulation time = 4.06000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 64.9202540	 next light status = 66green
frame = 205	 simulation time = 4.08000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 65.2535880	 next light status = 66green
frame = 206	 simulation time = 4.10000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 65.5869220	 next light status = 66green
frame = 207	 simulation time = 4.12000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 65.9202560	 next light status = 66green
frame = 208	 simulation time = 4.14000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 66.2535900	 next light status = 66green
frame = 209	 simulation time = 4.16000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 66.5869240	 next light status = 66green
frame = 210	 simulation time = 4.18000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 66.9202580	 next light status = 66green
frame = 211	 simulation time = 4.20000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 67.2535920	 next light status = 66green
frame = 212	 simulation time = 4.22000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 67.5869260	 next light status = 66green
frame = 213	 simulation time = 4.24000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 67.9202600	 next light status = 66green
frame = 214	 simulation time = 4.26000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 68.2535940	 next light status = 66green
frame = 215	 simulation time = 4.28000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 68.5869280	 next light status = 66green
frame = 216	 simulation time = 4.30000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 68.9202620	 next light status = 66green
frame = 217	 simulation time = 4.32000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 69.2535960	 next light status = 66green
frame = 218	 simulation time = 4.34000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 69.5869300	 next light status = 66green
frame = 219	 simulation time = 4.36000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 69.9202640	 next light status = 66green
frame = 220	 simulation time = 4.38000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 70.2535980	 next light status = 66green
frame = 221	 simulation time = 4.40000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 70.5869320	 next light status = 66green
frame = 222	 simulation time = 4.42000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 70.9202660	 next light status = 66green
frame = 223	 simulation time = 4.44000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 71.2536000	 next light status = 66green
frame = 224	 simulation time = 4.46000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 71.5869340	 next light status = 66green
frame = 225	 simulation time = 4.48000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 71.9202680	 next light status = 66green
frame = 226	 simulation time = 4.50000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 72.2536020	 next light status = 66green
frame = 227	 simulation time = 4.52000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 72.5869360	 next light status = 66green
frame = 228	 simulation time = 4.54000	 ego_vehicle speed = 16.6667	 ego_vehicle location = 72.9202700	 next light status = 66green
